Geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name	gene_biotype
ENSG00000187325	474.02079626149	-1.03838131959499	0.105595398273101	-9.83358495328962	8.06939911580962e-23	1.64486631576663e-20	TAF9B	protein_coding
ENSG00000175040	223.218367596749	1.29510875341486	0.132882683275491	9.74625678448903	1.91395721483579e-22	3.85007603952757e-20	CHST2	protein_coding
ENSG00000157483	235.800834550911	1.2694988848653	0.132832755870731	9.55712223648164	1.21076521981658e-21	2.34306059247543e-19	MYO1E	protein_coding
ENSG00000158008	57.0009975193008	-1.70967546760111	0.179685813595404	-9.51480494420533	1.82054109105171e-21	3.47905402499982e-19	EXTL1	protein_coding
ENSG00000138449	32.4005024176296	2.81158347932359	0.296685078138781	9.47665955079954	2.62553526967429e-21	4.95545471639266e-19	SLC40A1	protein_coding
ENSG00000128965	60.2970074352839	3.60278050034218	0.380730476323475	9.46281089744231	2.99774202595712e-21	5.52162410757018e-19	CHAC1	protein_coding
ENSG00000105281	1622.92811269849	1.69522809670534	0.179835919107052	9.42652672014984	4.23893255198111e-21	7.71485724460561e-19	SLC1A5	protein_coding
ENSG00000004478	2072.89715285703	1.01422772514701	0.108291522273275	9.36571676024276	7.5535841103249e-21	1.31226356680281e-18	FKBP4	protein_coding
ENSG00000107518	121.251823464759	-1.18870539453951	0.128782902375281	-9.23030443183795	2.6986380301026e-20	4.48443241350092e-18	ATRNL1	protein_coding
ENSG00000080823	121.484434475574	-1.01807047746281	0.110419147521041	-9.22005377073579	2.96951268213476e-20	4.88149568650282e-18	MOK	protein_coding
ENSG00000060709	263.65604234795	-1.75677249619582	0.190584714307826	-9.21780376026562	3.03247518153943e-20	4.93196601865689e-18	RIMBP2	protein_coding
ENSG00000187678	280.571171381591	3.01218854620428	0.327720146269416	9.1913438355663	3.87963853899913e-20	6.24335936675987e-18	SPRY4	protein_coding
ENSG00000197971	38.2266571830123	2.80874252259781	0.306515046229412	9.1634735623895	5.0253120086512e-20	8.00280937377703e-18	MBP	protein_coding
ENSG00000154342	332.779351874148	-2.14099666188035	0.234147112068582	-9.14380981668162	6.02900600436019e-20	9.50221070048026e-18	WNT3A	protein_coding
ENSG00000111110	402.649034656261	-1.53567519419884	0.169945140919277	-9.03629951343104	1.62065212937988e-19	2.50267977312723e-17	PPM1H	protein_coding
ENSG00000196632	392.035691240693	-1.43044465928071	0.159120449424942	-8.98969720391253	2.47912488286157e-19	3.79008612091877e-17	WNK3	protein_coding
ENSG00000012171	179.834093554887	-2.04690980890366	0.235795207437628	-8.68087961221648	3.927196641598e-18	5.22078106580437e-16	SEMA3B	protein_coding
ENSG00000163171	199.180118102651	1.87064607904044	0.216830809126588	8.62721532320777	6.28637578560627e-18	8.14458584833463e-16	CDC42EP3	protein_coding
ENSG00000169884	67.2222018859128	-2.33981776935171	0.272164667447217	-8.59706658949581	8.17795395092198e-18	1.05062655463609e-15	WNT10B	protein_coding
ENSG00000198121	80.9988890490463	1.19408001415441	0.139020256892379	8.58925196116414	8.75373640262774e-18	1.11522601769477e-15	LPAR1	protein_coding
ENSG00000130193	70.7507155551511	1.69164402792168	0.19962757289423	8.47399987584869	2.37107684064093e-17	2.92330828546117e-15	THEM6	protein_coding
ENSG00000180694	330.638259601273	-1.24162585165288	0.146636258397803	-8.46738634236377	2.50960607352742e-17	3.0449887025466e-15	TMEM64	protein_coding
ENSG00000104447	168.809916494604	-1.39248857467472	0.164510454800316	-8.46443818032681	2.57390401083293e-17	3.09841295414283e-15	TRPS1	protein_coding
ENSG00000078725	23.3964900963556	-2.52147527850273	0.300011093386793	-8.40460680982848	4.29297434844477e-17	5.03414073768622e-15	BRINP1	protein_coding
ENSG00000148175	182.741980889689	2.12761274967084	0.253165392911691	8.40404261104118	4.3136606268766e-17	5.03414073768622e-15	STOM	protein_coding
ENSG00000155093	45.797307341552	-3.95906054248566	0.471806286224073	-8.39128400380279	4.80861140491846e-17	5.55647198000658e-15	PTPRN2	protein_coding
ENSG00000157193	392.773278603834	1.04344444588328	0.124370803558349	8.38978615582992	4.87027240529096e-17	5.55647198000658e-15	LRP8	protein_coding
ENSG00000158352	176.48228180485	-1.66664986835911	0.199307887211413	-8.36218722539182	6.15660379060503e-17	6.87023056574961e-15	SHROOM4	protein_coding
ENSG00000166432	138.811902584776	-1.6964401059776	0.202868029706537	-8.36228413334337	6.15154731979035e-17	6.87023056574961e-15	ZMAT1	protein_coding
ENSG00000151090	20.5979040068512	3.1447102434009	0.378193520506046	8.31508228695479	9.16886297250712e-17	1.00123983659778e-14	THRB	protein_coding
ENSG00000177283	97.0204892669806	1.42127072121086	0.171001449849845	8.31145421549858	9.45363225086876e-17	1.01779668909353e-14	FZD8	protein_coding
ENSG00000242715	30.6680123879434	1.99519803446926	0.24023917275617	8.30504872115204	9.97784961087037e-17	1.06672283112578e-14	CCDC169	protein_coding
ENSG00000180448	440.562075329641	1.4780572405414	0.178222901528821	8.29330702094071	1.10142564710241e-16	1.1533284447193e-14	ARHGAP45	protein_coding
ENSG00000170381	78.1615654649977	2.65871942025453	0.325063061658179	8.1790881027581	2.85999947235217e-16	2.91491146222133e-14	SEMA3E	protein_coding
ENSG00000163293	35.4473541032306	2.12106950873039	0.259980278180847	8.15857850284681	3.38990364347493e-16	3.40952940141083e-14	NIPAL1	protein_coding
ENSG00000160321	66.7604880671054	-1.4137369345828	0.175187714262712	-8.06984063084901	7.03899869972722e-16	6.89821872573268e-14	ZNF208	protein_coding
ENSG00000189143	264.384488024175	2.90275567115657	0.359845690099513	8.06666788298571	7.22427193601079e-16	6.99016894669196e-14	CLDN4	protein_coding
ENSG00000135362	95.927952268868	1.69263721440568	0.21128001328914	8.01134564531327	1.13460073400396e-15	1.0773773926368e-13	PRR5L	protein_coding
ENSG00000196227	644.4264061287	-1.21634495292257	0.151990824290025	-8.00275252538647	1.21668312923194e-15	1.14114427482809e-13	FAM217B	protein_coding
ENSG00000100918	615.393181498754	-1.63128238413448	0.205424848141433	-7.9410178412855	2.00528826106473e-15	1.8248123175689e-13	REC8	protein_coding
ENSG00000165795	112.559157943181	-2.14976942878337	0.27089268683175	-7.93587104150428	2.09023109928111e-15	1.89085520981122e-13	NDRG2	protein_coding
ENSG00000159714	72.6030307304471	-1.11110216117067	0.140031057265254	-7.93468379708058	2.11032286032661e-15	1.89780093462784e-13	ZDHHC1	protein_coding
ENSG00000145779	98.5988922689366	1.11161771247653	0.140326534424948	7.92165015000112	2.34378999034794e-15	2.09543048961634e-13	TNFAIP8	protein_coding
ENSG00000137193	378.769265919915	2.13214693077531	0.271944059954375	7.84038795012851	4.4915657311718e-15	3.90153732375878e-13	PIM1	protein_coding
ENSG00000196177	217.17105069547	-1.08266476230521	0.138208660902917	-7.83355221902997	4.74275734419747e-15	4.09645617390344e-13	ACADSB	protein_coding
ENSG00000178773	20.616659933405	2.85047769566154	0.365400649661958	7.80096504562484	6.14355294108995e-15	5.24707471303816e-13	CPNE7	protein_coding
ENSG00000253953	79.9797383666756	2.50576792103796	0.323411805516083	7.74791729398805	9.34119456266784e-15	7.84660343264099e-13	PCDHGB4	protein_coding
ENSG00000181788	226.002558467521	1.3026214417308	0.171271630813906	7.60558789298944	2.83611678932841e-14	2.25825799350275e-12	SIAH2	protein_coding
ENSG00000139514	1176.78245406428	1.23372804179867	0.162410218403016	7.5963695753257	3.04553948165828e-14	2.4124459894089e-12	SLC7A1	protein_coding
ENSG00000101282	52.4259430807314	1.528979080627	0.201766750197669	7.57795364761079	3.51047763882156e-14	2.7242732051931e-12	RSPO4	protein_coding
ENSG00000040731	41.1535304440424	-1.81598400280672	0.2402174231383	-7.55975140804504	4.03840421514631e-14	3.11813755763418e-12	CDH10	protein_coding
ENSG00000163814	47.939117829811	3.07031532450176	0.406362428911057	7.55560826016663	4.16906881133718e-14	3.20285045164436e-12	CDCP1	protein_coding
ENSG00000062038	173.026137618409	2.14395025808465	0.283866778295124	7.55266350983726	4.26445747648715e-14	3.24353362689231e-12	CDH3	protein_coding
ENSG00000111432	204.62653325244	-1.41925422045918	0.18932356563915	-7.4964477647979	6.55705294024743e-14	4.8662245315778e-12	FZD10	protein_coding
ENSG00000176809	32.6960966783099	-1.59612049337227	0.213241184558297	-7.48504795956013	7.15210140196734e-14	5.28218967310515e-12	LRRC37A3	protein_coding
ENSG00000214491	50.0183599390555	-1.65310547852108	0.222088354345906	-7.44345863334349	9.80828255741761e-14	7.10658880273935e-12	SEC14L6	protein_coding
ENSG00000197134	34.5484431534885	-1.69018287064819	0.228187648841424	-7.40698665869844	1.2920145399125e-13	9.23005527391699e-12	ZNF257	protein_coding
ENSG00000158270	3835.96358727253	-1.25555096823927	0.16957027322893	-7.40431058068885	1.31833554984242e-13	9.33088605832914e-12	COLEC12	protein_coding
ENSG00000143869	1343.84296708337	-2.64366854552914	0.35913078937729	-7.3612973984021	1.82131284875594e-13	1.2599199471394e-11	GDF7	protein_coding
ENSG00000136881	13.6160368595718	-3.03590251280112	0.412490638896208	-7.35993069060902	1.84005742073599e-13	1.26715305622576e-11	BAAT	protein_coding
ENSG00000185269	57.2393219403674	-3.11721942305407	0.424257627140811	-7.34746819771249	2.01996335374132e-13	1.37862498892845e-11	NOTUM	protein_coding
ENSG00000152582	73.8009680940068	-1.19969541070828	0.164459548879112	-7.29477503060726	2.99158525960972e-13	1.9713515279704e-11	SPEF2	protein_coding
ENSG00000069188	4648.61696531846	-1.16152931099321	0.159402568291393	-7.28676660259259	3.1748220338635e-13	2.0831192812749e-11	SDK2	protein_coding
ENSG00000131781	20.3052840869183	-2.04095788877383	0.280367847933581	-7.27957183327716	3.34881318735555e-13	2.18789128240562e-11	FMO5	protein_coding
ENSG00000164056	244.995758673094	1.89706668488443	0.261106527231525	7.26548931962276	3.71690299824831e-13	2.41804310796682e-11	SPRY1	protein_coding
ENSG00000187323	79.4508831804625	2.08238991936043	0.287332552250142	7.24731640412107	4.25110103897161e-13	2.75384884253381e-11	DCC	protein_coding
ENSG00000106236	89.2043962034862	2.8085085969261	0.387725059456234	7.24355707331607	4.37067192414081e-13	2.8084033572729e-11	NPTX2	protein_coding
ENSG00000153814	62.0151748192273	-1.25954802495789	0.174071501840668	-7.23580834105048	4.627644630392e-13	2.96014356106414e-11	JAZF1	protein_coding
ENSG00000165757	145.698193566158	2.83297363309061	0.392791672400146	7.21240757417227	5.49711423759881e-13	3.45843137713624e-11	JCAD	protein_coding
ENSG00000104332	3544.38946949957	1.03252911313899	0.143573586965117	7.19163695053367	6.40190743934426e-13	3.96244376245729e-11	SFRP1	protein_coding
ENSG00000008513	314.02996922839	1.23299739052805	0.171576690527081	7.18627563418029	6.65825618379896e-13	4.07165682151674e-11	ST3GAL1	protein_coding
ENSG00000165732	2122.88353614864	1.04877706118987	0.145936667608589	7.18652192335069	6.64626223403179e-13	4.07165682151674e-11	DDX21	protein_coding
ENSG00000188316	22.0227725950552	-2.26466882420661	0.31916823875405	-7.09553316785935	1.28853745654637e-12	7.57660024449266e-11	ENO4	protein_coding
ENSG00000125872	26.305269337718	4.70789493226049	0.664498997589106	7.08487890778072	1.39165935610998e-12	8.15160468820285e-11	LRRN4	protein_coding
ENSG00000082497	73.3926347473593	1.94042839943265	0.274084067262217	7.07968332057853	1.44484251661196e-12	8.39876516880749e-11	SERTAD4	protein_coding
ENSG00000158715	96.5314218652165	-1.12299427971398	0.158762768143323	-7.07341080561283	1.51171104536493e-12	8.72114658926004e-11	SLC45A3	protein_coding
ENSG00000172828	32.217648103785	-1.70231867340432	0.244241396422817	-6.96982042494288	3.17345793925575e-12	1.7451735602641e-10	CES3	protein_coding
ENSG00000114670	38.6517138397375	-1.7372041369949	0.249698836182847	-6.95719757269033	3.47108019509955e-12	1.8884652677111e-10	NEK11	protein_coding
ENSG00000135917	19.0217676862261	3.14458383680791	0.452694614818045	6.94636899551331	3.7480765205537e-12	2.03193595199379e-10	SLC19A3	protein_coding
ENSG00000151136	47.5834258712748	2.35068454362822	0.338733792970317	6.93962218240861	3.93149965237316e-12	2.12384334577671e-10	BTBD11	protein_coding
ENSG00000131477	27.0529825758453	1.76634598005724	0.254787405475139	6.9326267393919	4.13097157535017e-12	2.22374272689977e-10	RAMP2	protein_coding
ENSG00000225614	85.5928188328434	2.21967109201843	0.320916879346787	6.91665423313501	4.62434914757742e-12	2.48059823747943e-10	ZNF469	protein_coding
ENSG00000101311	33.7598701753692	3.02719196352082	0.438278496823078	6.9070054439445	4.94990947183789e-12	2.63673226499853e-10	FERMT1	protein_coding
ENSG00000189410	35.5755086307983	2.78360378160203	0.403612813037052	6.89671807160022	5.32176473207629e-12	2.81519512885752e-10	SH2D5	protein_coding
ENSG00000149090	193.149944033637	1.7685343261894	0.258221973377218	6.84889168438767	7.44243187090493e-12	3.87006457287056e-10	PAMR1	protein_coding
ENSG00000157404	138.483704330034	1.26859720198635	0.18585670569333	6.82567355992833	8.75137260017008e-12	4.47461485991305e-10	KIT	protein_coding
ENSG00000111859	1048.27103498528	-1.18492646076267	0.173902260614221	-6.81374961186544	9.50871473309763e-12	4.84564102798655e-10	NEDD9	protein_coding
ENSG00000139263	322.112280931609	1.21242480455284	0.178111473258288	6.80711232338548	9.95771864472833e-12	5.05759477211318e-10	LRIG3	protein_coding
ENSG00000188112	56.1138802679799	1.80663178744363	0.269222312066725	6.71055743327793	1.93882315038852e-11	9.3503874836403e-10	C6orf132	protein_coding
ENSG00000175445	141.777150081671	3.27195746546578	0.487900679946633	6.70619574833072	1.99763714005992e-11	9.60373477900504e-10	LPL	protein_coding
ENSG00000174460	23.1528578674603	-2.03203243221251	0.303360537513251	-6.69840727759045	2.10703347878915e-11	1.00663524449152e-09	ZCCHC12	protein_coding
ENSG00000146674	306.398379987009	2.66559272971372	0.400308796630682	6.65884125492489	2.75994832752415e-11	1.29827969326736e-09	IGFBP3	protein_coding
ENSG00000026559	135.642838851645	2.97346075508889	0.446977433533432	6.65237332359976	2.8840402088046e-11	1.34835494532736e-09	KCNG1	protein_coding
ENSG00000141542	115.38482153203	-1.39743885033201	0.211155302033112	-6.61806185720533	3.6393874627255e-11	1.66086434418351e-09	RAB40B	protein_coding
ENSG00000183873	38.0248728326329	2.00185648944344	0.302841307372329	6.6102491328313	3.83673783009041e-11	1.73538603391781e-09	SCN5A	protein_coding
ENSG00000132854	612.54536353079	-2.08276270620555	0.315280961987212	-6.60605287765531	3.94701959871846e-11	1.78000105089108e-09	KANK4	protein_coding
ENSG00000157240	471.323603337377	-1.14159336016957	0.173097838111112	-6.59507578273032	4.25038695305321e-11	1.90556937648907e-09	FZD1	protein_coding
ENSG00000008323	16.6819571127664	2.16300569477372	0.328585164656949	6.58278561368391	4.61714684899779e-11	2.05792830983901e-09	PLEKHG6	protein_coding
ENSG00000136158	270.354267156575	1.31463745031016	0.200102486939215	6.56982064750404	5.03759027113196e-11	2.22585780534871e-09	SPRY2	protein_coding
ENSG00000104413	92.5564652491756	5.15563332693864	0.785442802299167	6.56398315936812	5.23891209979061e-11	2.30150828108043e-09	ESRP1	protein_coding
ENSG00000143179	605.39444917459	1.30699058827905	0.199355949294587	6.55606513326433	5.52461087376966e-11	2.41256213479433e-09	UCK2	protein_coding
ENSG00000123933	832.670932020676	-1.16960053012567	0.178547195011058	-6.55065194417213	5.72864356163498e-11	2.46702824705002e-09	MXD4	protein_coding
ENSG00000131037	36.6902489913014	1.18867452629752	0.181451174106287	6.55093323122421	5.71786215059121e-11	2.46702824705002e-09	EPS8L1	protein_coding
ENSG00000183018	26.5271505642909	2.78753068623726	0.426601417726369	6.53427431416845	6.39186989258506e-11	2.72957840552627e-09	SPNS2	protein_coding
ENSG00000104635	743.831323066236	1.33284434073493	0.205430551356721	6.4880531738461	8.69525946291364e-11	3.65200897442373e-09	SLC39A14	protein_coding
ENSG00000163617	83.0918567413501	-1.08569839614121	0.167362119547374	-6.4871214530352	8.74918097522153e-11	3.65457592210893e-09	CCDC191	protein_coding
ENSG00000066735	188.394337373056	2.45731609782515	0.38015244845666	6.46402807032111	1.01951947393995e-10	4.21254424799837e-09	KIF26A	protein_coding
ENSG00000100311	78.7248330708968	3.13208125546362	0.484948766318608	6.45858175749202	1.05688760305119e-10	4.34346711705553e-09	PDGFB	protein_coding
ENSG00000169783	236.016613751362	1.42814727753995	0.221300350391214	6.45343432586201	1.09343399435722e-10	4.48161364764966e-09	LINGO1	protein_coding
ENSG00000006652	698.934345319415	1.20749379072659	0.187224724699189	6.44943552549829	1.12267507957916e-10	4.56474910016121e-09	IFRD1	protein_coding
ENSG00000170561	192.375884896003	1.25343616163341	0.195076451385121	6.42535863623471	1.31558975385251e-10	5.2789333745137e-09	IRX2	protein_coding
ENSG00000181418	20.2744132440727	-1.77038540555296	0.276128852158659	-6.41144665511347	1.44145197980914e-10	5.72387477073303e-09	DDN	protein_coding
ENSG00000118997	23.1997971209244	-1.75145201180729	0.275464182951711	-6.35818418583416	2.04152595170181e-10	7.98231425821414e-09	DNAH7	protein_coding
ENSG00000164007	55.9797416756396	-1.68514391766297	0.265221555182694	-6.35372157629565	2.10167089972148e-10	8.11372341286414e-09	CLDN19	protein_coding
ENSG00000109072	76.6318825711269	-2.830018272787	0.445816552458638	-6.34794346952732	2.18212231829742e-10	8.3819814075706e-09	VTN	protein_coding
ENSG00000152977	1050.97569965729	-3.05889554306683	0.482590386333297	-6.33849249734998	2.32024137156388e-10	8.86796252211714e-09	ZIC1	protein_coding
ENSG00000134684	1654.62431901515	1.09068321519253	0.173690330746479	6.27946996534026	3.39729214905532e-10	1.25757390737912e-08	YARS	protein_coding
ENSG00000179111	13.1542477276339	2.83988940888307	0.453264773310238	6.26540948272481	3.71846953338215e-10	1.36653755351794e-08	HES7	protein_coding
ENSG00000115461	2591.60735031568	2.83470982691876	0.453130447348213	6.25583613616764	3.95391734569778e-10	1.43240493793904e-08	IGFBP5	protein_coding
ENSG00000149418	110.695937424944	3.66094179267872	0.587915131808765	6.22699024843188	4.75480703144981e-10	1.71038799757188e-08	ST14	protein_coding
ENSG00000065911	862.358150295645	1.86963628472335	0.300846884887135	6.21457750983448	5.14629265596479e-10	1.83823649823341e-08	MTHFD2	protein_coding
ENSG00000003989	385.001670270436	3.18918524462429	0.515674828505987	6.18448888394261	6.23040031836088e-10	2.20486944599771e-08	SLC7A2	protein_coding
ENSG00000168243	271.264952803975	-1.06500434468083	0.172931345097793	-6.1585384886619	7.34193421402799e-10	2.55098841509227e-08	GNG4	protein_coding
ENSG00000027075	36.9454153904415	2.70192164704951	0.441563697602145	6.11898501104586	9.41732611823642e-10	3.22019548652999e-08	PRKCH	protein_coding
ENSG00000102172	893.596375316525	1.26141412056911	0.206158512151864	6.11866135141638	9.43647029019777e-10	3.22019548652999e-08	SMS	protein_coding
ENSG00000283703	14.904478061046	-3.99635063040428	0.654126948805025	-6.10944196337563	9.99801042437241e-10	3.38912601702451e-08	VSIG10L2	protein_coding
ENSG00000198597	20.10341454373	-2.47670469766403	0.405958195135257	-6.10088606990392	1.0548207601349e-09	3.54578561415836e-08	ZNF536	protein_coding
ENSG00000139973	34.9732093132128	1.54259483524365	0.253653500713547	6.08150422093215	1.19060231211944e-09	3.93981128737704e-08	SYT16	protein_coding
ENSG00000140836	1285.86573187223	-1.02465466194611	0.168885745465964	-6.06714710657813	1.30202291213284e-09	4.29920654010515e-08	ZFHX3	protein_coding
ENSG00000250486	43.4011437035768	-1.13159188948311	0.186654414107585	-6.0624973424463	1.34024023552292e-09	4.39701639684139e-08	FAM218A	protein_coding
ENSG00000128242	49.39872964839	-1.00806689412567	0.166564245755916	-6.0521205469444	1.42951428930935e-09	4.64987541594923e-08	GAL3ST1	protein_coding
ENSG00000162458	167.635049006512	2.66401481242673	0.44158178981306	6.03289101562482	1.6105203806205e-09	5.18922075554294e-08	FBLIM1	protein_coding
ENSG00000166250	315.023293227137	1.21554400027067	0.201537036634532	6.0313678347615	1.62577658134786e-09	5.22161184362313e-08	CLMP	protein_coding
ENSG00000144339	75.1211429618437	-3.44104178100093	0.57238841648598	-6.01172504874619	1.83559461045468e-09	5.8221100424546e-08	TMEFF2	protein_coding
ENSG00000143816	119.612431689391	-1.77081192854258	0.294902337524569	-6.00474022487207	1.91638482906557e-09	6.04590218209838e-08	WNT9A	protein_coding
ENSG00000205517	18.1622921470724	2.04910183452907	0.341274214303076	6.00426797176456	1.92197047390098e-09	6.04590218209838e-08	RGL3	protein_coding
ENSG00000117595	50.8679178065635	3.86496653204523	0.647593136752438	5.96820181175381	2.39882553928209e-09	7.3641053904708e-08	IRF6	protein_coding
ENSG00000146904	35.5928821248178	3.08852342731607	0.517489851756755	5.96827825092853	2.39770224015937e-09	7.3641053904708e-08	EPHA1	protein_coding
ENSG00000167600	161.467161119771	1.46938347591115	0.247100610780325	5.94649876125741	2.73938607135855e-09	8.30947108312095e-08	CYP2S1	protein_coding
ENSG00000106105	1991.54002276914	1.1831589399477	0.200295726959162	5.90706031481603	3.48266271421167e-09	1.0358550111842e-07	GARS	protein_coding
ENSG00000174963	139.551978558575	-2.79345265529085	0.473375191927752	-5.90113868011316	3.61001295069154e-09	1.06957127887931e-07	ZIC4	protein_coding
ENSG00000167723	40.7832338870013	-1.81633140946694	0.307888030832472	-5.89932451922835	3.64992729216102e-09	1.07722178460536e-07	TRPV3	protein_coding
ENSG00000111846	97.4021282260105	1.49761098286825	0.254003777535897	5.89601854506515	3.72377140605865e-09	1.09265032871608e-07	GCNT2	protein_coding
ENSG00000155465	25.4501770055853	1.49563078790688	0.253681304703343	5.89570756763443	3.73079193870876e-09	1.09265032871608e-07	SLC7A7	protein_coding
ENSG00000135643	221.382585608753	-1.36539385401988	0.231863853001795	-5.88877410749017	3.8907081448765e-09	1.13297421178804e-07	KCNMB4	protein_coding
ENSG00000064309	2536.8380462215	-1.43463678074224	0.245213500820895	-5.85056196310375	4.89914904741785e-09	1.3846585458904e-07	CDON	protein_coding
ENSG00000142632	75.7541994987426	1.2226055776523	0.208973270869159	5.8505356812728	4.89992329491566e-09	1.3846585458904e-07	ARHGEF19	protein_coding
ENSG00000161509	12.7998796247294	-2.02884986418117	0.34783194888905	-5.83284505825636	5.44901635203923e-09	1.50914061576043e-07	GRIN2C	protein_coding
